enteredby,2023-2024,bill.no,org,support.lvl,sponsor
Dick,2023-2024,AB-1319,The John Stewart Company,3,0
Dick,2023-2024,AB-1319,Transform,3,0
Dick,2023-2024,AB-1319,Urban Habitat,3,0
Dick,2023-2024,AB-1319,YIMBY Action,3,0
Dick,2023-2024,AB-1413,Bay Area Council,3,0
Dick,2023-2024,AB-1413,State Building & Construction Trades Council of California,3,0
Dick,2023-2024,AB-1893,Abundant Housing LA,3,0
Dick,2023-2024,AB-1893,Act-LA,0,0
Dick,2023-2024,AB-1893,BuildCasa,3,0
Dick,2023-2024,AB-1893,California Apartment Association,3,0
Dick,2023-2024,AB-1893,California Building Industry Association,3,0
Dick,2023-2024,AB-1893,California Cities for Local Control,0,0
Dick,2023-2024,AB-1893,California Community Builders,3,0
Dick,2023-2024,AB-1893,California Housing Consortium,3,0
Dick,2023-2024,AB-1893,California YIMBY,3,0
Dick,2023-2024,AB-1893,Chamber of Progress,3,0
Dick,2023-2024,AB-1893,Circulate San Diego,3,0
Dick,2023-2024,AB-1893,Cities Association of Santa Clara County,0,0
Dick,2023-2024,AB-1893,City of Lafayette,0,0
Dick,2023-2024,AB-1893,City of Lake Forest,0,0
Dick,2023-2024,AB-1893,City of Norwalk,0,0
Dick,2023-2024,AB-1893,City of Rancho Palos Verdes,0,0
Dick,2023-2024,AB-1893,City of Rolling Hills Estates,0,0
Dick,2023-2024,AB-1893,CivicWell,3,0
Dick,2023-2024,AB-1893,Communities for A Better Environment,0,0
Dick,2023-2024,AB-1893,Corporation for Supportive Housing,0,0
Dick,2023-2024,AB-1893,Council of Infill Builders,0,0
Dick,2023-2024,AB-1893,Disability Rights California,0,0
Dick,2023-2024,AB-1893,East Bay Housing Organizations,0,0
Dick,2023-2024,AB-1893,East Bay YIMBY,0,0
Dick,2023-2024,AB-1893,Esperanza Community Housing Corp,0,0
Dick,2023-2024,AB-1893,"Fieldstead and Company, INC",3,0
Dick,2023-2024,AB-1893,Grow the Richmond,0,0
Dick,2023-2024,AB-1893,Habitat for Humanity California,3,0
Dick,2023-2024,AB-1893,Housing Action Coalition,3,0
Dick,2023-2024,AB-1893,Housing California,0,0
Dick,2023-2024,AB-1893,Housing Trust Silicon Valley,3,0
Dick,2023-2024,AB-1893,Inner City Law Center,3,0
Dick,2023-2024,AB-1893,Leadership Counsel for Justice & Accountability,0,0
Dick,2023-2024,AB-1893,LeadingAge California,3,0
Dick,2023-2024,AB-1893,League of California Cities Latino Caucus,0,0
Dick,2023-2024,AB-1893,League of Women Voters of California,3,0
Dick,2023-2024,AB-1893,Marin County Council of Mayors and Council Members,0,0
Dick,2023-2024,AB-1893,Mission Economic Development Agency,0,0
Dick,2023-2024,AB-1893,Mountain View YIMBY,0,0
Dick,2023-2024,AB-1893,Movement Legal,0,0
Dick,2023-2024,AB-1893,Napa-Solano for Everyone,0,0
Dick,2023-2024,AB-1893,National Housing Law Project,0,0
Dick,2023-2024,AB-1893,Northern Neighbors,0,0
Dick,2023-2024,AB-1893,Peninsula for Everyone,0,0
Dick,2023-2024,AB-1893,Pico California,0,0
Dick,2023-2024,AB-1893,Progress Noe Valley,0,0
Dick,2023-2024,AB-1893,Public Advocates INC.,0,0
Dick,2023-2024,AB-1893,Public Counsel,0,0
Dick,2023-2024,AB-1893,Public Interest Law Project,0,0
Dick,2023-2024,AB-1893,San Francisco YIMBY,0,0
Dick,2023-2024,AB-1893,SLO County YIMBY,0,0
Dick,2023-2024,AB-1893,Sand Hill Property Company,3,0
Dick,2023-2024,AB-1893,Santa Cruz YIMBY,0,0
Dick,2023-2024,AB-1893,Santa Rosa YIMBY,0,0
Dick,2023-2024,AB-1893,Save Lafayette,0,0
Dick,2023-2024,AB-1893,South Bay YIMBY,0,0
Dick,2023-2024,AB-1893,Southern California Association of Nonprofit Housing,0,0
Dick,2023-2024,AB-1893,Southside Forward,0,0
Dick,2023-2024,AB-1893,SPUR,3,0
Dick,2023-2024,AB-1893,State of California Attorney General Rob Bonta,3,1
Dick,2023-2024,AB-1893,Streets for People,0,0
Dick,2023-2024,AB-1893,SV@Home,0,0
Dick,2023-2024,AB-1893,The Children's Partnership,0,0
Dick,2023-2024,AB-1893,The Public Interest Law Project,0,0
Dick,2023-2024,AB-1893,The Race and Equity in All Planning Coalition,0,0
Dick,2023-2024,AB-1893,The Two Hundred,3,0
Dick,2023-2024,AB-1893,Town of Apple Valley,0,0
Dick,2023-2024,AB-1893,Urban Environmentalists,0,0
Dick,2023-2024,AB-1893,Urban Habitat,0,0
Dick,2023-2024,AB-1893,Ventura County YIMBY,0,0
Dick,2023-2024,AB-1893,"Western Center on Law & Poverty, INC.",0,0
Dick,2023-2024,AB-1893,YIMBY Action,0,0
Dick,2023-2024,AB-1893,YIMBY Law,0,0
Dick,2023-2024,AB-1893,Young Community Developers,0,0
Dick,2023-2024,AB-2314,Cachil Dehe Band of Wintun Indians of Colusa,3,0
Dick,2023-2024,AB-2314,California Tribal Business Alliance,3,0
Dick,2023-2024,AB-2314,Pala Band of Mission Indians,3,0
Dick,2023-2024,AB-2314,Pala Housing Resource Center,3,0
Dick,2023-2024,AB-2520,Alliance for Children's Rights,3,0
Dick,2023-2024,AB-2520,Bill Wilson Center,3,0
Dick,2023-2024,AB-2520,Bright Futures for Youth,3,0
Dick,2023-2024,AB-2520,California Alliance of Caregivers,3,0
Dick,2023-2024,AB-2520,California Coalition for Youth,3,1
Dick,2023-2024,AB-2520,Children Now,3,0
Dick,2023-2024,AB-2520,Covenant House California,3,0
Dick,2023-2024,AB-2520,Family Assistance Program,3,0
Dick,2023-2024,AB-2520,First Place for Youth,3,0
Dick,2023-2024,AB-2520,"Home Start, INC",3,0
Dick,2023-2024,AB-2520,Larkin Street Youth Services,3,0
Dick,2023-2024,AB-2520,Los Angeles LGBT Center,3,0
Dick,2023-2024,AB-2520,National Network for Youth,3,0
Dick,2023-2024,AB-2520,Orangewood Foundation,3,0
Dick,2023-2024,AB-2520,Power CA Action,3,0
Dick,2023-2024,AB-2520,Sacramento LGBT Community Center,3,0
Dick,2023-2024,AB-2520,Safe Place for Youth,3,0
Dick,2023-2024,AB-2520,San Diego Youth Services,3,0
Dick,2023-2024,AB-2520,Steinberg Institute,3,0
Dick,2023-2024,AB-2520,YMCA of San Diego County,3,0
Dick,2023-2024,AB-2663,California Apartment Association,3,0
Dick,2023-2024,AB-2663,Habitat for Humanity California,3,0
Dick,2023-2024,AB-3093,Abundant Housing LA,3,0
Dick,2023-2024,AB-3093,All Home,3,0
Dick,2023-2024,AB-3093,Alliance San Diego,3,0
Dick,2023-2024,AB-3093,Association of California Cities - Orange County,0,0
Dick,2023-2024,AB-3093,California Cities for Local Control,0,0
Dick,2023-2024,AB-3093,California Housing Partnership Corporation,3,0
Dick,2023-2024,AB-3093,"California Rural Legal Assistance Foundation, INC.",3,0
Dick,2023-2024,AB-3093,City of Biggs,0,0
Dick,2023-2024,AB-3093,City of Brentwood,0,0
Dick,2023-2024,AB-3093,City of Camarillo,0,0
Dick,2023-2024,AB-3093,City of Carlsbad,0,0
Dick,2023-2024,AB-3093,City of Colton,0,0
Dick,2023-2024,AB-3093,City of Concord,0,0
Dick,2023-2024,AB-3093,City of Corona,0,0
Dick,2023-2024,AB-3093,City of Del Mar,0,0
Dick,2023-2024,AB-3093,City of Encinitas,0,0
Dick,2023-2024,AB-3093,City of Escondido,0,0
Dick,2023-2024,AB-3093,City of Fairfield,0,0
Dick,2023-2024,AB-3093,City of Fountain Valley,0,0
Dick,2023-2024,AB-3093,City of Garden Grove,0,0
Dick,2023-2024,AB-3093,City of Kerman,0,0
Dick,2023-2024,AB-3093,City of La Mirada,0,0
Dick,2023-2024,AB-3093,City of Laguna Niguel,0,0
Dick,2023-2024,AB-3093,City of Lake Forest,0,0
Dick,2023-2024,AB-3093,City of Lakeport,0,0
Dick,2023-2024,AB-3093,City of Lakewood,0,0
Dick,2023-2024,AB-3093,City of Lincoln,0,0
Dick,2023-2024,AB-3093,City of Lomita,0,0
Dick,2023-2024,AB-3093,City of Los Alamitos,0,0
Dick,2023-2024,AB-3093,City of Manhattan Beach,0,0
Dick,2023-2024,AB-3093,City of Newport Beach,0,0
Dick,2023-2024,AB-3093,City of Oceanside,0,0
Dick,2023-2024,AB-3093,City of Paramount,0,0
Dick,2023-2024,AB-3093,City of Rancho Cucamonga,0,0
Dick,2023-2024,AB-3093,City of Redding,0,0
Dick,2023-2024,AB-3093,City of Redlands,0,0
Dick,2023-2024,AB-3093,City of Rolling Hills Estates,0,0
Dick,2023-2024,AB-3093,City of San Luis Obispo,0,0
Dick,2023-2024,AB-3093,City of Santa Ana,0,0
Dick,2023-2024,AB-3093,City of Sausalito,0,0
Dick,2023-2024,AB-3093,City of Solana Beach,0,0
Dick,2023-2024,AB-3093,City of Thousand Oaks,0,0
Dick,2023-2024,AB-3093,City of Torrance,0,0
Dick,2023-2024,AB-3093,City of Whittier,0,0
Dick,2023-2024,AB-3093,City of Yorba Linda,0,0
Dick,2023-2024,AB-3093,Collaborising,3,0
Dick,2023-2024,AB-3093,Compass Family Services,3,0
Dick,2023-2024,AB-3093,Corporation for Supportive Housing,3,0
Dick,2023-2024,AB-3093,Downtown Women's Center,3,0
Dick,2023-2024,AB-3093,Fathers and Mothers Who Care,3,0
Dick,2023-2024,AB-3093,Hollywood 4wrd,3,0
Dick,2023-2024,AB-3093,Hope the Mission,3,0
Dick,2023-2024,AB-3093,Housing California,3,0
Dick,2023-2024,AB-3093,Housing Is a Human Right - Orange County,3,0
Dick,2023-2024,AB-3093,Inner City Law Center,3,0
Dick,2023-2024,AB-3093,L.A. Family Housing,3,0
Dick,2023-2024,AB-3093,League of California Cities,0,0
Dick,2023-2024,AB-3093,Livable California,0,0
Dick,2023-2024,AB-3093,"Los Angeles County Division, League of California Cities",0,0
Dick,2023-2024,AB-3093,Midpen Housing Corporation,3,0
Dick,2023-2024,AB-3093,My Friend's Place,3,0
Dick,2023-2024,AB-3093,National Alliance to End Homelessness,3,0
Dick,2023-2024,AB-3093,Our Future LA Coalition,3,0
Dick,2023-2024,AB-3093,Palos Verdes Peninsula Chamber of Commerce,0,0
Dick,2023-2024,AB-3093,Public Interest Law Project,3,0
Dick,2023-2024,AB-3093,Resources for Community Development,3,0
Dick,2023-2024,AB-3093,Sacramento Homeless Union,3,0
Dick,2023-2024,AB-3093,Sacramento Regional Coalition to End Homelessness,3,0
Dick,2023-2024,AB-3093,Safe Place for Youth,3,0
Dick,2023-2024,AB-3093,Santa Cruz Mental Health Advisory Board,3,0
Dick,2023-2024,AB-3093,Steinberg Institute,3,0
Dick,2023-2024,AB-3093,The Law Foundation of Silicon Valley,3,0
Dick,2023-2024,AB-3093,The People Concern,3,0
Dick,2023-2024,AB-3093,Town of Apple Valley,0,0
Dick,2023-2024,AB-3093,Union Station Homeless Services,3,0
Dick,2023-2024,AB-3093,Upward Bound House,3,0
Dick,2023-2024,AB-3093,Volunteers of America,3,0
Dick,2023-2024,AB-3093,West Valley People's Alliance,3,0
Dick,2023-2024,AB-3093,YIMBY Action,3,0
Dick,2023-2024,AB-589,Advokids,3,0
Dick,2023-2024,AB-589,City of Oceanside,3,0
Dick,2023-2024,AB-589,City of San Diego,3,0
Dick,2023-2024,AB-589,Equality California,3,0
Dick,2023-2024,AB-589,North County LGBTQ Resource Center,3,0
Dick,2023-2024,AB-589,Point Source Youth,3,0
Dick,2023-2024,AB-589,San Diego LGBT Community Center,3,0
Dick,2023-2024,AJR-9,LeadingAge California,3,0
Dick,2023-2024,AJR-9,City of Los Angeles,3,0
Dick,2023-2024,SB-1048,"American Institute of Architects, California",3,1
Dick,2023-2024,SB-450,AARP,3,0
Dick,2023-2024,SB-450,Abundant Housing LA,3,0
Dick,2023-2024,SB-450,"American Planning Association, California Chapter",3,0
Dick,2023-2024,SB-450,BuildCasa,3,0
Dick,2023-2024,SB-450,California Apartment Association,3,0
Dick,2023-2024,SB-450,California Association of Realtors,3,0
Dick,2023-2024,SB-450,California YIMBY,3,0
Dick,2023-2024,SB-450,Catalyst Housing Group,3,0
Dick,2023-2024,SB-450,City of Simi Valley,0,0
Dick,2023-2024,SB-450,City of Yorba Linda,0,0
Dick,2023-2024,SB-450,CivicWell,3,0
Dick,2023-2024,SB-450,Cupertino for All,3,0
Dick,2023-2024,SB-450,East Bay for Everyone,3,0
Dick,2023-2024,SB-450,East Bay YIMBY,3,0
Dick,2023-2024,SB-450,Eastside Housing for All,3,0
Dick,2023-2024,SB-450,Grow the Richmond,3,0
Dick,2023-2024,SB-450,Habitat for Humanity California,3,0
Dick,2023-2024,SB-450,Housing Trust Silicon Valley,3,0
Dick,2023-2024,SB-450,How to ADU,3,0
Dick,2023-2024,SB-450,League of California Cities,0,0
Dick,2023-2024,SB-450,Mountain View YIMBY,3,0
Dick,2023-2024,SB-450,Napa-Solano for Everyone,3,0
Dick,2023-2024,SB-450,North Bay Leadership Council,3,0
Dick,2023-2024,SB-450,Northern Neighbors,3,0
Dick,2023-2024,SB-450,Peninsula for Everyone,3,0
Dick,2023-2024,SB-450,People for Housing - Orange County,3,0
Dick,2023-2024,SB-450,Progress Noe Valley,3,0
Dick,2023-2024,SB-450,San Francisco Bay Area Planning and Urban Research Association,3,0
Dick,2023-2024,SB-450,San Francisco YIMBY,3,0
Dick,2023-2024,SB-450,SLO County YIMBY,3,0
Dick,2023-2024,SB-450,Santa Cruz YIMBY,3,0
Dick,2023-2024,SB-450,Santa Rosa YIMBY,3,0
Dick,2023-2024,SB-450,South Bay YIMBY,3,0
Dick,2023-2024,SB-450,Southside Forward,3,0
Dick,2023-2024,SB-450,Urban Environmentalists,3,0
Dick,2023-2024,SB-450,Ventura County YIMBY,3,0
Dick,2023-2024,SB-450,Westside for Everyone,3,0
Dick,2023-2024,SB-450,YIMBY Action,3,0
Dick,2023-2024,SB-450,YIMBY Law,3,0
Dick,2023-2024,SB-555,Affordable Housing Network of Santa Clara County,3,0
Dick,2023-2024,SB-555,AFSCME California,3,0
Dick,2023-2024,SB-555,Aids Healthcare Foundation,3,0
Dick,2023-2024,SB-555,Alliance for Community Transit - Los Angeles,3,0
Dick,2023-2024,SB-555,Alliance of Californians for Community Empowerment Institute ,3,1
Dick,2023-2024,SB-555,"American Federation of State, County and Municipal Employees, AFL-CIO",3,0
Dick,2023-2024,SB-555,"Bend the Arc: Jewish Action, Southern California",3,0
Dick,2023-2024,SB-555,Berkeley Tenants Union,3,0
Dick,2023-2024,SB-555,Beverly-Vermont Community Land Trust,3,0
Dick,2023-2024,SB-555,California Association of Realtors,0,0
Dick,2023-2024,SB-555,California Community Land Trust Network,3,0
Dick,2023-2024,SB-555,California Democratic Party Renters Council,3,0
Dick,2023-2024,SB-555,California Democratic Socialists of America,3,0
Dick,2023-2024,SB-555,California Federation of Teachers,3,0
Dick,2023-2024,SB-555,California Green New Deal Coalition,3,0
Dick,2023-2024,SB-555,"California Labor Federation, AFL-CIO",3,0
Dick,2023-2024,SB-555,Canal Alliance,3,0
Dick,2023-2024,SB-555,CAUSE,3,0
Dick,2023-2024,SB-555,CEJA Action,3,0
Dick,2023-2024,SB-555,Central Valley Empowerment Alliance,3,0
Dick,2023-2024,SB-555,Chispa,3,0
Dick,2023-2024,SB-555,City of Huntington Beach,0,0
Dick,2023-2024,SB-555,City of Santa Monica,3,0
Dick,2023-2024,SB-555,Community Coalition,3,0
Dick,2023-2024,SB-555,Community Power Collective,3,0
Dick,2023-2024,SB-555,Congregations Organized for Prophetic Engagement,3,0
Dick,2023-2024,SB-555,Council of California,3,0
Dick,2023-2024,SB-555,East Bay Alliance for A Sustainable Economy,3,0
Dick,2023-2024,SB-555,Evolve California,3,0
Dick,2023-2024,SB-555,Faith in The Valley,3,0
Dick,2023-2024,SB-555,Glad Tidings Community Development,3,0
Dick,2023-2024,SB-555,Healing Justice,3,0
Dick,2023-2024,SB-555,Housing Land Trust of The North Bay,3,0
Dick,2023-2024,SB-555,Housing Now! CA,3,1
Dick,2023-2024,SB-555,Human Impact Partners,3,0
Dick,2023-2024,SB-555,L.A. Forward,3,0
Dick,2023-2024,SB-555,Latino Health Access,3,0
Dick,2023-2024,SB-555,Legal Aid of Sonoma County,3,0
Dick,2023-2024,SB-555,Long Beach Residents Empowered,3,0
Dick,2023-2024,SB-555,Los Angeles Neighborhood Land Trust,3,0
Dick,2023-2024,SB-555,Mi Familia Vota,3,0
Dick,2023-2024,SB-555,"National Association of Social Workers, California Chapter",3,0
Dick,2023-2024,SB-555,National Housing Law Project,3,0
Dick,2023-2024,SB-555,Natural Resources Defense Council ,3,0
Dick,2023-2024,SB-555,Oakland Tenants Union,3,0
Dick,2023-2024,SB-555,Pasadena Tenant Union,3,0
Dick,2023-2024,SB-555,PolicyLink,3,0
Dick,2023-2024,SB-555,PowerCA Action,3,0
Dick,2023-2024,SB-555,Public Advocates,3,1
Dick,2023-2024,SB-555,Public Counsel,3,0
Dick,2023-2024,SB-555,Sacramento Regional Coalition to End Homelessness,3,0
Dick,2023-2024,SB-555,San Luis Obispo County Democratic Party,3,0
Dick,2023-2024,SB-555,Santa Clara Valley Water District,3,0
Dick,2023-2024,SB-555,SEIU California,3,0
Dick,2023-2024,SB-555,SF Council of Community Housing Organizations,3,0
Dick,2023-2024,SB-555,Sonoma Valley Housing Group,3,0
Dick,2023-2024,SB-555,Starting Over INC.,3,0
Dick,2023-2024,SB-555,State Building & Construction Trades Council of California,3,0
Dick,2023-2024,SB-555,Strategic Actions for A Just Economy ,3,0
Dick,2023-2024,SB-555,Tenants Together,3,1
Dick,2023-2024,SB-555,Thai Community Development Center,3,0
Dick,2023-2024,SB-555,The Children's Partnership,3,0
Dick,2023-2024,SB-555,Trust South LA,3,0
Estrada,2023-2024,AB-1231,"Boomerang Wireless, LLC",3,0
Estrada,2023-2024,AB-1231,Global Connection INC. Of America D/b/a Standup Wireless,3,0
Estrada,2023-2024,AB-1231,Infiniti Mobile,3,0
Estrada,2023-2024,AB-1231,National Lifeline Association,0,0
Estrada,2023-2024,AB-1231,The Utility Reform Network,3,0
Estrada,2023-2024,AB-1231,Truconnect,3,0
Estrada,2023-2024,AB-1449,"American Planning Association, California Chapter",3,0
Estrada,2023-2024,AB-1449,California Housing Consortium ,3,1
Estrada,2023-2024,AB-1449,California Housing Partnership ,3,1
Estrada,2023-2024,AB-1449,City of San Jose,3,0
Estrada,2023-2024,AB-1449,East Bay for Everyone,3,0
Estrada,2023-2024,AB-1449,East Bay YIMBY,3,0
Estrada,2023-2024,AB-1449,Eden Housing,3,0
Estrada,2023-2024,AB-1449,Grow the Richmond,3,0
Estrada,2023-2024,AB-1449,Housing California ,3,1
Estrada,2023-2024,AB-1449,How to ADU,3,0
Estrada,2023-2024,AB-1449,Mountain View YIMBY,3,0
Estrada,2023-2024,AB-1449,Napa-Solano for Everyone,3,0
Estrada,2023-2024,AB-1449,Northern Neighbors,3,0
Estrada,2023-2024,AB-1449,"Peninsula for Everyone",3,0
Estrada,2023-2024,AB-1449,People for Housing Orange County,3,0
Estrada,2023-2024,AB-1449,Planning and Conservation League,3,0
Estrada,2023-2024,AB-1449,Progress Noe Valley,3,0
Estrada,2023-2024,AB-1449,Resources for Community Development,3,0
Estrada,2023-2024,AB-1449,San Diego Housing Commission,3,0
Estrada,2023-2024,AB-1449,San Francisco YIMBY,3,0
Estrada,2023-2024,AB-1449,Santa Cruz YIMBY,3,0
Estrada,2023-2024,AB-1449,Santa Rosa YIMBY,3,0
Estrada,2023-2024,AB-1449,SLO County YIMBY,3,0
Estrada,2023-2024,AB-1449,South Bay YIMBY,3,0
Estrada,2023-2024,AB-1449,Southern California Association of Non-Profit Housing,3,0
Estrada,2023-2024,AB-1449,Southside Forward,3,0
Estrada,2023-2024,AB-1449,State Building and Construction Trades Council of California,3,0
Estrada,2023-2024,AB-1449,Supportive Housing Alliance,3,0
Estrada,2023-2024,AB-1449,The Pacific Companies,3,0
Estrada,2023-2024,AB-1449,Urban Environmentalists,3,0
Estrada,2023-2024,AB-1449,Ventura County YIMBY,0,0
Estrada,2023-2024,AB-1449,YIMBY Action,3,0
Estrada,2023-2024,AB-1789,California Apartment Association,3,0
Estrada,2023-2024,AB-1789,California Housing Consortium ,3,1
Estrada,2023-2024,AB-1789,California Housing Partnership ,3,1
Estrada,2023-2024,AB-1789,East Bay Housing Organizations,3,0
Estrada,2023-2024,AB-1789,"Enterprise Community Partners, INC.",3,0
Estrada,2023-2024,AB-1789,Housing California,3,0
Estrada,2023-2024,AB-1789,LeadingAge California,3,0
Estrada,2023-2024,AB-1789,Resources for Community Development,3,0
Estrada,2023-2024,AB-2387,California Manufactured Housing Institute,3,1
Estrada,2023-2024,AB-2387,"Golden State Manufactured Home Owners League, INC.",3,0
Estrada,2023-2024,AB-2387,Western Manufactured Housing Communities Association,3,0
Estrada,2023-2024,AB-2567,California Teachers Association,3,0
Estrada,2023-2024,AB-515,California Council for Affordable Housing,3,1
Estrada,2023-2024,AB-515,California Housing Consortium,3,0
Estrada,2023-2024,AB-515,California Housing Partnership ,3,0
Estrada,2023-2024,SB-1108,Western Manufactured Housing Communities Association,3,1
Estrada,2023-2024,SB-1438,"ACLU California Action",0,0
Estrada,2023-2024,SB-1438,AIDS Healthcare Foundation,0,0
Estrada,2023-2024,SB-1438,Anaheim Lighthouse,3,0
Estrada,2023-2024,SB-1438,California Alliance for State Advocacy,3,0
Estrada,2023-2024,SB-1438,California Consortium of Addiction Programs and Professionals,3,1
Estrada,2023-2024,SB-1438,Disability Rights California,0,0
Estrada,2023-2024,SB-1438,Opus Health,3,0
Estrada,2023-2024,SB-1438,Orange County Recovery Collaboration,3,0
Estrada,2023-2024,SB-1438,Recovery Advocacy Project California,3,0
Estrada,2023-2024,SB-1438,The Purpose of Recovery,3,0
Estrada,2023-2024,SB-1438,The Villa Center,0,0
Estrada,2023-2024,SB-1438,Young People in Recovery,0,0
Estrada,2023-2024,SB-17,Alzheimer's Orange County,3,0
Estrada,2023-2024,SB-17,California Apartment Association,3,0
Estrada,2023-2024,SB-17,California Commission on Aging,3,0
Estrada,2023-2024,SB-17,California Foundation for Independent Living Centers,3,0
Estrada,2023-2024,SB-17,Centro LA Familia Advocacy Services,3,0
Estrada,2023-2024,SB-17,City of Atwater,3,0
Estrada,2023-2024,SB-17,City of Kerman,3,0
Estrada,2023-2024,SB-17,City of Madera,3,0
Estrada,2023-2024,SB-17,City of Mendota,3,0
Estrada,2023-2024,SB-17,County of Madera,3,0
Estrada,2023-2024,SB-17,Eskaton,3,0
Estrada,2023-2024,SB-17,First 5 San Benito,3,0
Estrada,2023-2024,SB-17,Health Projects Center,3,0
Estrada,2023-2024,SB-17,LeadingAge California,3,1
Estrada,2023-2024,SB-17,Lesley Senior Communities,3,0
Estrada,2023-2024,SB-17,Menorah Park,3,0
Estrada,2023-2024,SB-17,Pep Housing,3,0
